id,denominacion,bruta,periodicidad
1419,DIAS DE AJUSTE,"$5,738.88 ",ANUAL
1419,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
1419,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
1420,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1420,COMPENSACIÓN ANTIGUEDAD,"$3,592.96 ",MENSUAL
1420,OTROS INGRESOS POR SALARIOS,"$27,238.00 ",MENSUAL
1421,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1421,DIAS DE AJUSTE,"$3,021.54 ",ANUAL
1421,COMPENSACIÓN ANTIGUEDAD,$163.36 ,MENSUAL
1422,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1422,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1422,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1423,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1423,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1423,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1424,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1424,COMPENSACIÓN ANTIGUEDAD,"$2,422.58 ",MENSUAL
1424,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1425,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1425,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1425,COMPENSACIÓN ANTIGUEDAD,"$1,817.88 ",MENSUAL
1426,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1426,DIAS DE AJUSTE,"$5,021.86 ",ANUAL
1426,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1427,COMPENSACIÓN ANTIGUEDAD,"$3,145.38 ",MENSUAL
1427,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
1427,DIAS DE AJUSTE,"$5,032.61 ",ANUAL
1428,COMPENSACIÓN ANTIGUEDAD,"$1,328.56 ",MENSUAL
1428,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1428,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1429,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1429,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1429,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1430,DIAS DE AJUSTE,"$5,646.96 ",ANUAL
1430,COMPENSACIÓN ANTIGUEDAD,"$2,566.80 ",MENSUAL
1430,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
1431,COMPENSACIÓN ANTIGUEDAD,$163.36 ,MENSUAL
1431,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1431,DIAS DE AJUSTE,"$2,745.52 ",ANUAL
1432,DIAS DE AJUSTE,"$5,133.60 ",ANUAL
1432,OTROS INGRESOS POR SALARIOS,"$25,713.00 ",MENSUAL
1433,DIAS DE AJUSTE,"$5,051.87 ",ANUAL
1433,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1433,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1434,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1434,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1434,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1435,DIAS DE AJUSTE,"$7,777.38 ",ANUAL
1435,OTROS INGRESOS POR SALARIOS,"$6,400.00 ",MENSUAL
1435,COMPENSACIÓN ANTIGUEDAD,"$2,161.50 ",MENSUAL
1436,DIAS DE AJUSTE,"$5,732.83 ",ANUAL
1436,COMPENSACIÓN ANTIGUEDAD,"$3,583.02 ",MENSUAL
1436,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
1437,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1437,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1437,COMPENSACIÓN ANTIGUEDAD,"$2,025.32 ",MENSUAL
1438,DIAS DE AJUSTE,"$5,051.87 ",ANUAL
1438,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1438,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1439,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1439,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1439,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1440,DIAS DE AJUSTE,"$6,260.71 ",ANUAL
1440,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1440,COMPENSACIÓN ANTIGUEDAD,"$3,912.94 ",MENSUAL
1440,ZONA GEOGRAFICA,"$7,985.60 ",MENSUAL
1441,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1441,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1441,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1442,COMPENSACIÓN ANTIGUEDAD,"$2,200.68 ",MENSUAL
1442,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1442,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1443,DIAS DE AJUSTE,"$5,749.63 ",ANUAL
1443,COMPENSACIÓN ANTIGUEDAD,"$3,593.52 ",MENSUAL
1443,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
1444,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1444,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1444,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1445,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1445,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1445,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1446,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1446,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1446,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1447,DIAS DE AJUSTE,"$1,632.23 ",ANUAL
1447,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1448,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1448,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1448,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1449,COMPENSACIÓN ANTIGUEDAD,"$2,102.24 ",MENSUAL
1449,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1449,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1450,COMPENSACIÓN ANTIGUEDAD,"$3,592.96 ",MENSUAL
1450,OTROS INGRESOS POR SALARIOS,"$27,238.00 ",MENSUAL
1450,DIAS DE AJUSTE,"$5,748.74 ",ANUAL
1451,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1451,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1451,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1452,DIAS DE AJUSTE,"$5,738.88 ",ANUAL
1452,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
1452,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
1453,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1453,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1453,COMPENSACIÓN ANTIGUEDAD,"$2,025.32 ",MENSUAL
1454,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1454,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1454,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1455,DIAS DE AJUSTE,"$8,067.08 ",ANUAL
1455,OTROS INGRESOS POR SALARIOS,"$25,713.00 ",MENSUAL
1455,COMPENSACIÓN ANTIGUEDAD,"$1,188.34 ",MENSUAL
1455,ZONA GEOGRAFICA,"$2,425.20 ",MENSUAL
1456,DIAS DE AJUSTE,"$7,072.62 ",ANUAL
1456,COMPENSACIÓN ANTIGUEDAD,"$4,420.38 ",MENSUAL
1456,ZONA GEOGRAFICA,"$9,021.20 ",MENSUAL
1456,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1457,DIAS DE AJUSTE,$716.05 ,ANUAL
1457,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1457,COMPENSACIÓN ANTIGUEDAD,$116.68 ,MENSUAL
1458,DIAS DE AJUSTE,"$13,510.76 ",ANUAL
1458,OTROS INGRESOS POR SALARIOS,"$44,107.30 ",MENSUAL
1458,COMPENSACIÓN ANTIGUEDAD,"$4,924.36 ",MENSUAL
1459,DIAS DE AJUSTE,"$5,732.83 ",ANUAL
1459,COMPENSACIÓN ANTIGUEDAD,"$3,583.02 ",MENSUAL
1459,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
1460,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1460,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1460,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1461,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1461,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1461,COMPENSACIÓN ANTIGUEDAD,"$1,793.06 ",MENSUAL
1462,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1462,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1462,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1463,COMPENSACIÓN ANTIGUEDAD,"$3,592.96 ",MENSUAL
1463,OTROS INGRESOS POR SALARIOS,"$27,238.00 ",MENSUAL
1463,DIAS DE AJUSTE,"$5,748.74 ",ANUAL
1464,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1464,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1464,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1465,COMPENSACIÓN ANTIGUEDAD,"$3,242.90 ",MENSUAL
1465,DIAS DE AJUSTE,"$6,946.32 ",ANUAL
1465,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1465,ZONA GEOGRAFICA,"$7,721.22 ",MENSUAL
1466,COMPENSACIÓN ANTIGUEDAD,"$2,690.28 ",MENSUAL
1466,DIAS DE AJUSTE,"$4,932.18 ",ANUAL
1466,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1467,ZONA GEOGRAFICA,"$11,209.50 ",MENSUAL
1467,DIAS DE AJUSTE,"$7,667.30 ",ANUAL
1467,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1467,COMPENSACIÓN ANTIGUEDAD,"$4,708.00 ",MENSUAL
1468,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1468,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1468,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1469,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1469,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1469,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1470,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1470,DIAS DE AJUSTE,"$5,021.86 ",ANUAL
1470,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1471,DIAS DE AJUSTE,"$5,111.53 ",ANUAL
1471,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1471,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1472,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
1472,DIAS DE AJUSTE,"$4,493.40 ",ANUAL
1473,DIAS DE AJUSTE,"$5,142.08 ",ANUAL
1473,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1473,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1474,DIAS DE AJUSTE,"$6,260.71 ",ANUAL
1474,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1474,COMPENSACIÓN ANTIGUEDAD,"$3,912.94 ",MENSUAL
1474,ZONA GEOGRAFICA,"$7,985.60 ",MENSUAL
1475,COMPENSACIÓN ANTIGUEDAD,$627.62 ,MENSUAL
1475,OTROS INGRESOS POR SALARIOS,"$8,095.00 ",MENSUAL
1475,DIAS DE AJUSTE,"$8,782.26 ",ANUAL
1476,DIAS DE AJUSTE,"$5,085.66 ",ANUAL
1476,COMPENSACIÓN ANTIGUEDAD,$676.06 ,MENSUAL
1476,OTROS INGRESOS POR SALARIOS,"$9,510.00 ",MENSUAL
1477,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1477,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1477,COMPENSACIÓN ANTIGUEDAD,"$1,154.38 ",MENSUAL
1478,COMPENSACIÓN ANTIGUEDAD,"$3,583.02 ",MENSUAL
1478,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
1478,DIAS DE AJUSTE,"$5,835.20 ",ANUAL
1479,OTROS INGRESOS POR SALARIOS,"$6,726.00 ",MENSUAL
1479,DIAS DE AJUSTE,"$3,162.13 ",ANUAL
1479,COMPENSACIÓN ANTIGUEDAD,"$1,941.66 ",MENSUAL
1480,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1480,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1480,COMPENSACIÓN ANTIGUEDAD,"$2,025.32 ",MENSUAL
1481,DIAS DE AJUSTE,"$5,142.08 ",ANUAL
1481,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1481,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1482,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1482,DIAS DE AJUSTE,"$4,551.79 ",ANUAL
1482,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1483,DIAS DE AJUSTE,"$5,749.63 ",ANUAL
1483,COMPENSACIÓN ANTIGUEDAD,"$3,593.52 ",MENSUAL
1483,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
1484,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1484,DIAS DE AJUSTE,"$3,328.20 ",ANUAL
1485,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
1485,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
1485,DIAS DE AJUSTE,"$5,841.36 ",ANUAL
1486,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
1486,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
1486,DIAS DE AJUSTE,"$5,841.36 ",ANUAL
1487,DIAS DE AJUSTE,"$3,727.58 ",ANUAL
1487,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1487,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1488,DIAS DE AJUSTE,"$4,510.60 ",ANUAL
1488,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1489,COMPENSACIÓN ANTIGUEDAD,"$3,765.72 ",MENSUAL
1489,DIAS DE AJUSTE,"$6,503.24 ",ANUAL
1489,OTROS INGRESOS POR SALARIOS,"$40,642.00 ",MENSUAL
1490,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1490,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1490,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1491,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1491,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1491,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1492,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1492,DIAS DE AJUSTE,"$3,328.20 ",ANUAL
1493,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1493,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1493,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1494,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1494,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1494,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1495,DIAS DE AJUSTE,"$5,111.53 ",ANUAL
1495,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1495,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1496,DIAS DE AJUSTE,"$5,142.08 ",ANUAL
1496,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1496,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1497,ZONA GEOGRAFICA,"$6,656.40 ",MENSUAL
1497,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1497,COMPENSACIÓN ANTIGUEDAD,"$3,261.64 ",MENSUAL
1497,DIAS DE AJUSTE,"$5,311.81 ",ANUAL
1498,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1498,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1498,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1499,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
1499,COMPENSACIÓN ANTIGUEDAD,"$3,593.52 ",MENSUAL
1499,DIAS DE AJUSTE,"$5,852.30 ",ANUAL
1500,DIAS DE AJUSTE,"$5,142.08 ",ANUAL
1500,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1500,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1501,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
1501,COMPENSACIÓN ANTIGUEDAD,"$3,593.52 ",MENSUAL
1501,DIAS DE AJUSTE,"$5,852.30 ",ANUAL
1502,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1502,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1502,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1503,ZONA GEOGRAFICA,"$7,445.60 ",MENSUAL
1503,COMPENSACIÓN ANTIGUEDAD,"$3,648.34 ",MENSUAL
1503,DIAS DE AJUSTE,"$5,941.59 ",ANUAL
1503,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1504,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1504,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1504,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1505,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1505,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1505,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1506,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1506,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1506,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1507,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1507,DIAS DE AJUSTE,"$4,637.04 ",ANUAL
1507,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1508,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1508,DIAS DE AJUSTE,"$5,021.86 ",ANUAL
1508,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1509,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1509,DIAS DE AJUSTE,"$5,021.86 ",ANUAL
1509,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1510,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1510,DIAS DE AJUSTE,"$4,169.54 ",ANUAL
1510,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1511,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
1511,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
1511,DIAS DE AJUSTE,"$5,841.36 ",ANUAL
1512,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1512,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1512,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1513,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
1513,COMPENSACIÓN ANTIGUEDAD,"$2,974.76 ",MENSUAL
1513,DIAS DE AJUSTE,"$5,122.48 ",ANUAL
1514,DIAS DE AJUSTE,"$4,551.79 ",ANUAL
1514,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1514,COMPENSACIÓN ANTIGUEDAD,"$3,583.02 ",MENSUAL
1515,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
1515,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
1515,DIAS DE AJUSTE,"$5,841.36 ",ANUAL
1516,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1516,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1516,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1517,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1517,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1517,COMPENSACIÓN ANTIGUEDAD,"$2,492.22 ",MENSUAL
1518,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1519,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1519,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1519,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1520,DIAS DE AJUSTE,"$4,471.94 ",ANUAL
1520,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1520,COMPENSACIÓN ANTIGUEDAD,"$3,648.34 ",MENSUAL
1520,ZONA GEOGRAFICA,"$7,445.60 ",MENSUAL
1521,COMPENSACIÓN ANTIGUEDAD,"$2,994.46 ",MENSUAL
1521,OTROS INGRESOS POR SALARIOS,"$25,713.00 ",MENSUAL
1521,DIAS DE AJUSTE,"$4,876.69 ",ANUAL
1522,COMPENSACIÓN ANTIGUEDAD,"$1,825.72 ",MENSUAL
1522,OTROS INGRESOS POR SALARIOS,"$59,359.00 ",MENSUAL
1522,DIAS DE AJUSTE,"$7,456.06 ",ANUAL
1523,DIAS DE AJUSTE,"$5,122.48 ",ANUAL
1523,COMPENSACIÓN ANTIGUEDAD,"$3,145.38 ",MENSUAL
1523,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
1524,ZONA GEOGRAFICA,"$11,209.50 ",MENSUAL
1524,DIAS DE AJUSTE,"$7,667.30 ",ANUAL
1524,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1524,COMPENSACIÓN ANTIGUEDAD,"$4,708.00 ",MENSUAL
1525,DIAS DE AJUSTE,"$5,111.53 ",ANUAL
1525,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1525,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1526,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1526,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1526,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1527,DIAS DE AJUSTE,"$5,111.53 ",ANUAL
1527,COMPENSACIÓN ANTIGUEDAD,"$3,138.66 ",MENSUAL
1527,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1528,DIAS DE AJUSTE,"$5,142.08 ",ANUAL
1528,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1528,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
1529,DIAS DE AJUSTE,"$5,125.43 ",ANUAL
1529,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1529,COMPENSACIÓN ANTIGUEDAD,"$2,329.74 ",MENSUAL
1529,ZONA GEOGRAFICA,"$6,656.40 ",MENSUAL
1530,DIAS DE AJUSTE,"$3,722.80 ",ANUAL
1530,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1531,COMPENSACIÓN ANTIGUEDAD,"$2,521.76 ",MENSUAL
1531,DIAS DE AJUSTE,"$7,532.67 ",ANUAL
1531,OTROS INGRESOS POR SALARIOS,"$6,400.00 ",MENSUAL
1532,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1532,DIAS DE AJUSTE,"$3,139.79 ",ANUAL
1532,COMPENSACIÓN ANTIGUEDAD,$202.84 ,MENSUAL
1533,DIAS DE AJUSTE,"$6,372.51 ",ANUAL
1533,COMPENSACIÓN ANTIGUEDAD,"$3,912.94 ",MENSUAL
1533,ZONA GEOGRAFICA,"$7,985.60 ",MENSUAL
1533,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1534,COMPENSACIÓN ANTIGUEDAD,"$1,931.62 ",MENSUAL
1534,DIAS DE AJUSTE,"$3,794.15 ",ANUAL
1534,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
1535,DIAS DE AJUSTE,"$5,122.48 ",ANUAL
1535,COMPENSACIÓN ANTIGUEDAD,"$3,145.38 ",MENSUAL
1535,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
1536,DIAS DE AJUSTE,"$3,722.80 ",ANUAL
1536,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1537,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
1537,COMPENSACIÓN ANTIGUEDAD,"$2,626.80 ",MENSUAL
1537,DIAS DE AJUSTE,"$5,111.53 ",ANUAL
1538,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
1538,COMPENSACIÓN ANTIGUEDAD,$191.30 ,MENSUAL
1538,DIAS DE AJUSTE,"$1,435.32 ",ANUAL
1539,DIAS DE AJUSTE,"$4,551.79 ",ANUAL
1539,COMPENSACIÓN ANTIGUEDAD,"$2,339.98 ",MENSUAL
1539,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1540,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
1540,DIAS DE AJUSTE,"$4,243.99 ",ANUAL
1540,COMPENSACIÓN ANTIGUEDAD,"$2,605.96 ",MENSUAL
1541,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1541,DIAS DE AJUSTE,"$4,551.79 ",ANUAL
1541,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1542,COMPENSACIÓN ANTIGUEDAD,"$2,794.96 ",MENSUAL
1542,DIAS DE AJUSTE,"$4,551.79 ",ANUAL
1542,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
1543,COMPENSACIÓN ANTIGUEDAD,"$3,157.42 ",MENSUAL
1543,DIAS DE AJUSTE,"$5,142.08 ",ANUAL
1543,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
